Timestamp,Consumo ClO2 Etapa D0 L1,Consumo ClO2 Etapa D1 L1,Consumo ClO2 Etapa D2 L1,Consumo Total ClO2,Kappa Entr Prensa preblanqueo L1,Brillo D0 DCS,PH etapa D0,PH etapa D0 indirecta,PH Etapa EOP,Minikappa EOp (DCS),PH Etapa EOP indirecta,Brillo  Entrada Torre D1,PH etapa D1,PH etapa D1 indirecta,PH etapa D2 indirecta,Brillo D2 DCS L1,Conductividad Prensa PreBlanqueo,CE05_IP21_547FI1019,Flujo H2SO4 Etapa D0,Flujo CLO2 Etapa D0,Flujo NaOH Etapa Eop,Flujo H2O2 Etapa Eop,Flujo O2 Etapa Eop,Flujo NaOH Etapa D1,Cons. H2SO4 Etapa D1,Flujo ClO2 Etapa D1,Flujo CLO2 Etapa D2,Flujo Bisulfito a Etapa D2,Factor dil prensa D0 L1,Factor dil prensa E0P L1,Factor dil prensa D1 L1,Factor dil prensa D2 L1,Factor dil prensa pre Blanq. L1,Nivel Etapa DO,Nivel Etapa EOP,Nivel Etapa D1,Nivel Etapa D2,Nivel Etapa D0 _2,Nivel Etapa Eop_2,Nivel Etapa D2_2,Consist entrada prensa Pre-Blanq,Consistencia entrada prensa D0,Consistencia aliment. Torre EoP,Consistencia entrada prensa EOP,Consistencia aliment. Torre D1,Consistencia entrada prensa D1,Consistencia aliment. Torre D2,Consistencia entrada prensa D2,Control Cs entrada P. Pre-Blanq,Control Cs entrada prensa D0,Control Cs entrada prensa EOP,Control Cs entrada prensa D1,Control Cs entrada prensa D2,Consistencia Etapa Eop,Consistencia Etapa D1,Consistencia Etapa D2,Presion OP-Reactor ,Presion OP-Reactor _2,Temperatura Etapa D0,Temperatura OP-Reactor ,Temperatura Etapa D1,Temperatura Etapa D2,Agua de Lavado prensa preblanqueo,Pulp to OP Stage,Temperatura Etapa Eop,Pulp to D1-stage,Pulp D2-stage,Torque Motor Hidráulico preblanqueo,Torque Motor Hidraulico D0,Torque Motor Hidraulico D1,Torque maximo prensa EOP,Torque maximo prensa D2,Producción prensa D0,Producción prensa Eop,Producción prensa D1,Producción prensa D2,Produccion Prensa Pre-Blanq L1,Consumo ClO2 L1,Brillo Salida Torre D1,post D1 pH,Totalizador CIO2 L1,Flujo NaOH Etapa D2,Flujo H2SO4 Etapa D0 L1,Consumo ClO2 Etapa D0,Consumo H2SO4 Etapa D0 L1,Cons. Específico  O2 EOP,Consumo H2O2 Etapa Eop,Consumo NaOH Etapa Eop,Consumo ClO2 Etapa D1,Consumo NaOH Etapa D1,Consumo ClO2 Etapa D2,Consumo NaOH Etapa D2,Consumo Bisulfito Etapa D2,Conduct. Filt. Pre-Blanq L1,Blancura D0 (Lab) L1,Blancura D1 (Lab) L1,Blancura D2 (Lab) L1,Concentracion CLO2,CONSUMO ESPECIFICO CLO2,CUMPLE O  NO CUMPLE
2019-04-01 00:00:00,0.178,0.096,0.021,0.447,11.354,55.805,2.757,3.055,10.966,1.4,10.818,74.842,9.55,3.687,4.397,89.417,0.0,0.0,0,20.019,0.768,0.065,0.127,0.426,0.0,10.374,2.334,0.282,1.65,0.878,0.7,-1.549,2.287,66.337,45.815,77.11,76.176,66.548,46.684,76.135,5.403,5.217,10.13,5.605,9.649,5.574,13.087,5.34,5.397,5.154,5.612,5.538,5.245,11.794,11.342,11.581,482.562,485.855,67.606,88.157,83.191,84.487,766.649,81.616,85.897,90.173,81.693,30.82,25.95,27.27,32.289,28.503,1352.23,1437.972,1436.337,1519.309,1379.43,18.206,90.093,3.687,14.297,0.102,0.029,11.709,3.197,7.674,3.687,12.95,5.907,6.879,1.327,1.658,1.6,6947.273,51.5,88.2,89.7,9.162,18.652552014860664,
2019-04-01 00:02:00,0.18,0.095,0.021,0.453,11.354,55.807,2.756,3.055,10.759,1.4,10.824,75.361,9.55,3.689,4.403,89.443,0.0,0.0,0,20.3,0.768,0.065,0.127,0.426,0.0,10.288,2.338,0.282,1.626,0.874,0.696,-1.558,1.916,67.142,46.447,76.863,76.13,66.734,47.417,76.11,5.407,5.326,10.57,5.597,9.918,5.468,12.957,5.24,5.366,5.25,5.589,5.503,5.295,11.814,11.35,11.645,480.577,483.118,67.949,88.169,83.606,84.489,766.649,81.687,85.982,89.898,81.764,30.448,27.236,28.411,32.857,31.228,1364.99,1434.069,1456.974,1529.725,1385.99,18.403,90.084,3.687,14.354,0.103,0.029,11.8,3.209,7.825,3.692,13.098,5.929,6.868,1.33,1.663,1.598,6953.727,51.5,88.2,89.7,9.162,18.572043204633005,
2019-04-01 00:04:00,0.179,0.096,0.021,0.456,11.354,55.822,2.755,3.055,10.799,1.4,10.834,75.187,9.55,3.691,4.41,89.355,0.0,0.0,0,19.798,0.768,0.065,0.127,0.426,0.0,10.351,2.343,0.282,1.601,0.871,0.693,-1.567,2.098,66.251,45.372,76.875,76.176,66.504,47.625,76.217,5.392,5.224,10.38,5.603,9.805,5.52,12.923,5.345,5.397,5.217,5.598,5.548,5.359,11.793,11.371,11.714,477.044,479.8,66.209,88.176,83.711,84.575,766.649,81.643,86.15,89.946,81.822,30.712,26.231,27.467,33.304,32.195,1358.63,1436.192,1451.512,1540.402,1396.73,18.247,90.074,3.687,14.311,0.103,0.029,11.781,3.22,7.872,3.698,12.906,5.84,6.858,1.334,1.669,1.596,6960.182,51.5,88.2,89.7,9.163,18.386247155517292,
2019-04-01 00:06:00,0.182,0.095,0.021,0.454,11.354,55.768,2.758,3.055,10.69,1.4,10.849,75.49,9.55,3.693,4.416,89.475,0.0,0.0,0,20.091,0.768,0.065,0.127,0.427,0.0,10.244,2.347,0.282,1.638,0.868,0.69,-1.576,2.0,66.37,46.657,76.975,75.99,66.444,47.087,75.946,5.377,5.151,10.297,5.609,9.508,5.499,12.863,5.307,5.425,5.184,5.613,5.568,5.273,11.753,11.346,11.622,481.14,487.139,67.868,88.182,83.125,84.639,766.649,81.782,86.166,90.416,81.754,30.646,26.897,28.397,32.365,28.736,1359.28,1433.795,1447.185,1533.525,1394.82,18.44,90.064,3.688,14.269,0.104,0.029,11.72,3.231,7.956,3.703,12.998,5.833,6.865,1.337,1.674,1.594,6966.636,51.5,88.2,89.7,9.163,18.51719279479202,
2019-04-01 00:08:00,0.179,0.094,0.021,0.444,11.353,55.742,2.76,3.055,10.914,1.4,10.865,74.89,9.55,3.695,4.423,89.463,0.0,0.0,0,20.198,0.769,0.065,0.128,0.427,0.0,10.487,2.351,0.282,1.619,0.865,0.686,-1.585,1.76,66.299,45.386,77.111,75.915,66.553,46.758,75.909,5.362,5.154,10.667,5.615,9.654,5.378,12.865,5.188,5.402,5.209,5.623,5.516,5.277,11.8,11.298,11.707,480.44,484.301,67.213,88.189,83.445,84.448,766.649,81.684,86.157,89.816,81.791,30.787,26.803,29.318,33.162,29.893,1356.15,1435.008,1469.168,1540.689,1390.36,18.389,90.05,3.688,14.526,0.104,0.029,11.758,3.242,7.924,3.708,13.087,5.924,6.873,1.34,1.679,1.591,6973.091,51.5,88.2,89.7,9.163,18.650177546561995,
2019-04-01 00:10:00,0.184,0.095,0.022,0.439,11.353,55.768,2.762,3.056,11.221,1.4,10.881,75.252,9.549,3.698,4.429,89.349,0.0,0.0,0,20.317,0.769,0.065,0.128,0.427,0.0,10.474,2.356,0.282,1.596,0.862,0.655,-1.594,2.008,67.298,45.586,77.051,75.978,67.026,47.063,75.954,5.401,5.004,10.507,5.621,9.679,5.515,13.143,5.343,5.394,5.129,5.634,5.542,5.302,11.847,11.311,11.725,480.838,484.716,67.366,88.162,83.664,84.381,766.649,81.575,86.004,89.779,81.79,30.598,26.237,29.418,32.957,32.259,1354.77,1434.171,1478.546,1532.377,1392.22,18.488,90.094,3.689,14.332,0.104,0.029,11.742,3.253,7.904,3.713,12.948,5.906,6.881,1.343,1.685,1.589,6979.545,51.5,88.2,89.7,9.163,18.69805988991603,
2019-04-01 00:12:00,0.183,0.096,0.021,0.435,11.353,55.64,2.764,3.056,10.751,1.4,10.897,74.711,9.549,3.7,4.436,89.461,0.0,0.0,0,20.24,0.769,0.065,0.128,0.427,0.0,10.189,2.384,0.282,1.579,0.859,0.654,-1.563,2.055,66.536,46.366,76.962,76.098,66.547,47.582,76.123,5.428,5.197,10.685,5.608,10.016,5.526,12.869,5.271,5.385,5.198,5.612,5.509,5.275,11.756,11.313,11.629,482.472,486.013,68.099,88.182,83.51,83.284,766.649,81.737,86.008,89.98,81.615,30.438,26.164,29.218,33.702,30.016,1359.72,1433.935,1485.454,1533.8,1389.51,18.439,90.094,3.689,14.162,0.103,0.029,11.73,3.263,7.846,3.719,12.925,5.855,6.89,1.347,1.69,1.587,6986.0,51.5,88.2,89.7,9.163,18.44535530006197,
2019-04-01 00:14:00,0.186,0.095,0.022,0.441,11.352,55.59,2.766,3.056,10.638,1.4,10.912,74.867,9.549,3.702,4.443,89.479,0.0,0.0,0,19.985,0.768,0.065,0.128,0.428,0.0,10.661,2.452,0.283,1.589,0.86,0.68,-1.515,1.985,66.633,44.927,76.787,76.048,66.642,46.711,76.096,5.369,5.126,10.523,5.601,9.573,5.373,13.034,5.382,5.377,5.161,5.603,5.384,5.358,11.793,11.346,11.607,482.474,486.913,67.488,88.228,83.1,84.043,766.649,81.696,86.048,89.688,81.539,30.543,26.794,28.621,33.099,32.337,1356.47,1428.308,1465.796,1535.938,1382.05,18.264,90.094,3.69,14.814,0.103,0.029,11.665,3.274,7.979,3.724,13.061,6.092,6.898,1.349,1.696,1.584,6992.455,51.5,88.2,89.7,9.163,18.685856198381636,
2019-04-01 00:16:00,0.203,0.106,0.024,0.472,11.352,55.531,2.769,3.056,10.848,1.4,10.928,74.811,9.549,3.704,4.449,89.492,0.0,0.0,0,20.059,0.764,0.064,0.129,0.428,0.0,10.284,2.372,0.283,1.565,0.88,0.692,-1.51,1.893,66.553,46.666,76.696,76.005,66.507,47.408,76.012,5.398,5.311,10.273,5.593,9.887,5.595,13.299,5.31,5.4,5.346,5.595,5.621,5.294,11.789,11.381,11.635,479.28,483.254,67.549,88.306,83.368,84.194,766.649,81.724,85.951,89.8,81.584,31.135,26.293,27.385,33.453,29.09,1363.63,1428.185,1473.552,1539.83,1395.69,20.362,90.094,3.69,14.325,0.103,0.029,11.65,3.293,7.895,3.729,13.039,5.904,6.902,1.33,1.701,1.582,6998.909,51.5,88.2,89.7,9.163,18.39039417504774,
2019-04-01 00:18:00,0.198,0.104,0.024,0.429,11.352,55.572,2.771,3.056,10.827,1.4,10.944,75.615,9.549,3.706,4.456,89.505,0.0,0.0,0,20.081,0.76,0.064,0.129,0.428,0.0,10.581,2.379,0.283,1.603,0.927,0.702,-1.505,1.681,67.175,46.454,76.793,76.06,67.014,47.711,76.125,5.404,5.262,10.436,5.585,9.975,5.545,12.962,5.384,5.412,5.193,5.587,5.54,5.318,11.779,11.383,11.633,477.878,481.291,67.811,88.196,83.788,84.228,766.649,81.828,86.08,90.448,81.665,30.081,27.777,28.713,33.306,32.022,1355.64,1435.93,1471.405,1531.887,1385.9,20.365,90.072,3.691,14.658,0.102,0.029,11.85,3.313,7.94,3.756,13.071,5.901,6.897,1.31,1.7,1.58,7005.364,51.5,88.2,89.7,9.163,18.649683016927604,
2019-04-01 00:20:00,0.197,0.101,0.023,0.423,11.352,55.591,2.773,3.056,10.707,1.4,10.96,74.715,9.549,3.708,4.461,89.49,0.0,0.0,0,20.05,0.755,0.064,0.129,0.428,0.0,10.314,2.313,0.283,1.581,0.897,0.713,-1.5,1.856,67.02,45.95,76.53,76.274,67.268,47.223,76.284,5.344,5.292,10.327,5.597,9.66,5.547,13.287,5.281,5.381,5.248,5.596,5.542,5.297,11.804,11.393,11.638,475.815,478.393,67.866,87.699,83.642,84.439,766.649,81.637,86.135,90.623,81.695,30.651,26.864,28.258,32.982,31.334,1360.32,1430.55,1456.922,1540.378,1398.11,19.731,90.091,3.691,14.274,0.102,0.028,11.553,3.315,7.759,3.699,12.959,5.884,6.893,1.302,1.694,1.577,7011.818,51.5,88.2,89.7,9.164,18.464119957696138,
2019-04-01 00:22:00,0.19,0.098,0.022,0.342,11.737,55.623,2.775,3.058,11.198,1.4,10.963,74.654,9.549,3.71,4.463,89.569,0.0,0.0,0,20.032,0.751,0.064,0.13,0.428,0.0,10.489,2.306,0.284,1.561,0.868,0.724,-1.495,1.851,67.463,44.29,76.979,76.826,67.139,46.417,76.944,5.31,5.402,10.371,5.681,9.79,5.48,13.181,5.403,5.334,5.359,5.683,5.491,5.318,11.775,11.519,11.74,483.026,485.266,67.627,87.81,84.11,84.466,766.649,81.688,85.865,90.723,81.841,29.559,28.234,29.772,32.917,31.545,1372.09,1436.343,1477.718,1540.961,1367.51,19.485,90.085,3.692,14.54,0.101,0.028,11.801,3.311,7.806,3.705,12.872,5.9,6.888,1.303,1.688,1.575,7018.273,51.5,88.2,89.7,9.164,18.364463110577788,
2019-04-01 00:24:00,0.184,0.095,0.021,0.331,11.737,55.501,2.777,3.064,10.783,1.4,10.962,74.294,9.549,3.713,4.465,89.482,0.0,0.0,0,19.774,0.747,0.064,0.13,0.429,0.0,10.615,2.312,0.284,1.548,0.839,0.726,-1.489,1.699,67.492,46.031,76.863,76.541,67.413,46.554,76.64,5.303,5.182,10.161,5.643,9.613,5.496,13.117,5.435,5.317,5.16,5.619,5.472,5.402,11.772,11.345,11.69,486.22,489.464,68.028,87.909,84.464,84.575,766.649,81.636,85.876,90.931,81.898,30.41,26.269,28.509,33.437,33.25,1353.58,1432.482,1464.178,1547.208,1371.38,18.988,90.082,3.692,14.665,0.101,0.028,11.706,3.308,8.049,3.712,13.116,5.951,6.884,1.304,1.683,1.573,7024.727,51.5,88.2,89.7,9.164,18.49001618089772,
2019-04-01 00:26:00,0.172,0.09,0.021,0.312,11.737,55.668,2.78,3.071,10.829,1.4,10.96,74.292,9.549,3.715,4.468,89.415,0.0,0.0,0,19.285,0.743,0.064,0.13,0.429,0.0,10.537,2.317,0.284,1.534,0.874,0.725,-1.484,2.212,66.58,46.437,76.369,77.07,66.608,47.329,76.849,5.277,5.246,10.379,5.599,9.715,5.531,13.387,5.383,5.28,5.228,5.603,5.559,5.337,11.794,11.319,11.69,480.974,484.312,67.032,88.109,84.29,84.686,766.649,81.715,86.189,91.036,81.944,30.544,26.799,29.054,33.388,31.26,1352.86,1428.749,1472.402,1545.011,1360.02,17.925,90.084,3.693,14.565,0.101,0.028,11.652,3.305,8.066,3.719,12.978,5.968,6.879,1.305,1.677,1.57,7031.182,51.5,88.2,89.7,9.164,18.140221505391658,
2019-04-01 00:28:00,0.177,0.089,0.02,0.315,11.737,55.566,2.782,3.077,10.759,1.4,10.959,74.425,9.549,3.717,4.47,89.48,0.0,0.0,0,19.442,0.739,0.064,0.13,0.429,0.0,10.241,2.361,0.285,1.547,0.891,0.724,-1.479,2.156,66.232,45.226,76.465,76.781,66.282,47.965,76.709,5.28,5.176,10.453,5.587,10.097,5.343,13.056,5.369,5.257,5.191,5.595,5.374,5.38,11.843,11.397,11.67,480.071,483.202,65.798,88.103,84.078,84.538,766.649,81.671,85.996,90.78,82.025,30.606,27.813,28.804,31.253,32.408,1373.65,1430.999,1466.62,1554.343,1365.69,18.037,90.087,3.693,14.206,0.1,0.028,11.705,3.302,7.917,3.726,12.87,5.826,6.874,1.306,1.671,1.568,7037.636,51.5,88.2,89.7,9.164,17.93771803075068,
2019-04-01 00:30:00,0.172,0.092,0.021,0.313,11.737,55.501,2.784,3.083,11.17,1.519,10.958,74.792,9.549,3.719,4.472,89.454,0.0,0.0,0,19.468,0.735,0.063,0.13,0.429,0.0,10.363,2.347,0.285,1.583,0.899,0.723,-1.474,1.982,65.888,46.345,76.512,76.588,66.146,47.696,76.474,5.26,5.198,10.335,5.6,9.946,5.618,13.558,5.283,5.247,5.198,5.603,5.523,5.356,11.758,11.237,11.746,478.532,483.066,67.587,87.986,84.508,87.331,766.649,81.674,85.866,90.473,85.981,29.149,26.536,28.351,32.668,32.4,1348.81,1431.82,1470.618,1564.49,1339.16,18.06,90.09,3.694,14.372,0.1,0.028,11.797,3.298,8.08,3.733,13.003,5.855,6.87,1.307,1.666,1.567,7044.091,51.5,88.2,89.7,9.164,18.195126953814174,
2019-04-01 00:32:00,0.175,0.092,0.021,0.316,11.737,55.533,2.786,3.09,10.901,1.518,10.957,74.525,9.549,3.721,4.474,89.394,0.0,0.0,0,19.337,0.73,0.063,0.13,0.429,0.0,10.451,2.349,0.285,1.597,0.907,0.722,-1.468,1.901,65.777,46.688,76.805,76.421,65.748,47.493,76.476,5.182,5.18,10.158,5.612,9.543,5.512,12.839,5.396,5.171,5.188,5.611,5.557,5.37,11.763,11.27,11.577,475.65,478.84,67.801,87.85,83.812,89.331,766.649,81.555,86.054,90.359,86.731,28.656,26.718,29.434,32.454,29.491,1353.01,1430.783,1476.509,1562.888,1319.67,18.307,90.093,3.695,14.421,0.1,0.028,11.817,3.295,8.07,3.739,13.027,5.922,6.865,1.308,1.656,1.571,7050.545,51.5,88.2,89.7,9.164,18.110151891741264,
2019-04-01 00:34:00,0.165,0.088,0.02,0.3,11.738,55.529,2.788,3.096,10.816,1.518,10.956,74.299,9.549,3.725,4.476,89.39,0.0,0.0,0,18.66,0.726,0.063,0.129,0.428,0.0,10.401,2.351,0.286,1.614,0.914,0.721,-1.451,1.932,65.854,45.005,76.298,76.512,65.676,47.146,76.566,5.096,5.053,10.049,5.625,10.312,5.358,12.531,5.286,5.133,5.061,5.619,5.365,5.303,11.702,11.381,11.575,478.398,481.592,66.074,87.912,83.894,89.514,766.649,81.677,86.091,90.383,86.767,28.275,26.076,28.794,33.706,30.662,1324.49,1430.605,1457.82,1562.694,1307.89,17.628,90.096,3.697,14.236,0.099,0.028,11.722,3.292,8.253,3.748,13.179,5.903,6.823,1.309,1.628,1.574,7057.0,51.5,88.2,89.7,9.165,17.996923449196736,
2019-04-01 00:36:00,0.154,0.083,0.019,0.281,11.738,55.527,2.789,3.102,10.81,1.517,10.955,74.177,9.549,3.728,4.478,89.385,0.0,0.0,0,19.126,0.722,0.063,0.129,0.427,0.0,10.235,2.402,0.286,1.769,0.922,0.72,-1.433,2.146,66.425,45.406,76.475,76.461,66.175,46.628,76.41,5.106,5.003,10.364,5.652,9.871,5.592,12.66,5.394,5.124,5.037,5.643,5.601,5.386,11.715,11.388,11.594,476.705,479.093,67.559,87.932,83.992,89.492,766.649,81.703,86.232,90.312,86.129,28.381,25.073,28.107,32.49,33.426,1278.87,1429.882,1463.687,1563.571,1303.2,16.748,90.099,3.699,14.293,0.099,0.027,11.764,3.289,8.555,3.825,13.07,5.877,6.837,1.31,1.596,1.578,7063.455,51.5,88.2,89.7,9.165,18.59613044100103,
2019-04-01 00:38:00,0.15,0.085,0.019,0.278,11.738,55.623,2.789,3.109,11.184,1.517,10.954,73.986,9.549,3.732,4.481,89.411,0.0,0.0,0,18.357,0.716,0.063,0.129,0.426,0.0,10.41,2.373,0.286,1.731,0.929,0.72,-1.302,1.811,65.883,43.317,76.107,76.288,66.036,45.571,76.253,5.14,5.034,10.331,5.625,9.754,5.481,12.343,5.355,5.065,5.045,5.643,5.505,5.357,11.735,11.404,11.647,477.052,479.129,67.311,87.935,84.963,82.718,766.649,81.897,86.37,91.574,79.906,26.793,25.877,28.301,33.323,33.455,1256.87,1424.556,1477.588,1550.444,1269.5,16.538,90.102,3.701,14.527,0.098,0.027,11.896,3.285,8.66,3.864,13.011,5.974,6.852,1.311,1.573,1.581,7069.909,51.5,88.2,89.7,9.165,18.356112199973715,
2019-04-01 02:10:00,0.173,0.094,0.02,0.438,12.236,55.3,2.8,3.227,10.692,1.669,10.865,73.347,9.549,4.082,4.426,89.428,0.0,0.0,0,18.521,0.698,0.059,0.128,0.42,0.0,9.937,2.094,0.292,1.601,0.916,0.703,-1.346,2.142,70.022,46.411,70.079,75.913,70.262,46.637,75.9,4.947,5.045,10.018,5.618,9.746,5.569,12.806,5.461,4.972,5.041,5.667,5.473,5.452,11.823,11.339,11.703,473.708,477.896,68.159,88.15,83.857,85.338,766.649,81.134,86.293,89.797,82.448,27.947,23.087,26.854,28.885,32.726,1252.36,1379.737,1425.297,1586.89,1280.68,19.551,90.076,4.019,13.505,0.088,0.031,11.658,3.787,8.886,3.705,12.865,5.853,6.9,1.19,1.41,1.595,7366.818,51.5,88.2,89.7,9.171,18.28825550924622,
2019-04-01 03:06:00,0.171,0.093,0.02,0.434,10.934,55.212,2.807,3.304,10.956,2.554,10.765,73.155,9.545,4.14,4.582,89.543,0.0,0.0,0,18.409,0.715,0.059,0.126,0.42,0.0,10.07,2.097,0.293,1.542,0.882,0.694,-1.355,2.21,71.086,45.003,68.397,76.095,70.93,47.226,76.03,5.042,4.987,10.556,5.724,9.567,5.51,12.758,5.427,5.055,5.044,5.733,5.522,5.357,11.873,11.407,11.592,471.903,474.718,68.943,88.042,82.753,85.25,766.649,81.424,86.312,89.583,82.265,28.419,24.102,26.42,30.43,32.774,1257.98,1408.751,1409.368,1552.568,1311.33,18.605,90.058,4.142,13.753,0.062,0.036,11.339,4.238,8.798,3.632,12.931,5.831,6.815,1.202,1.018,1.606,7547.545,51.5,88.2,89.7,9.175,18.335209323627993,
2019-04-01 03:08:00,0.174,0.097,0.02,0.441,10.934,55.084,2.806,3.31,10.996,2.554,10.764,73.196,9.545,4.139,4.581,89.527,0.0,0.0,0,18.181,0.719,0.059,0.126,0.422,0.0,10.071,2.093,0.293,1.472,0.925,0.692,-1.357,2.074,70.691,44.477,68.555,76.473,70.696,46.644,76.548,5.044,5.105,10.723,5.566,9.867,5.376,12.477,5.404,5.043,5.018,5.541,5.388,5.437,11.841,11.215,11.651,480.788,486.549,67.553,88.246,83.027,85.303,766.649,81.422,85.912,89.556,82.507,27.848,25.138,25.603,30.58,32.136,1282.38,1370.028,1399.388,1560.712,1297.77,18.644,90.081,4.142,13.74,0.061,0.036,11.446,4.263,8.569,3.633,12.941,5.859,6.986,1.203,1.006,1.607,7554.0,51.5,88.2,89.7,9.175,18.00688600922292,
2019-04-01 03:10:00,0.177,0.096,0.02,0.447,10.934,55.05,2.805,3.314,10.876,2.554,10.76,72.392,9.545,4.137,4.579,89.497,0.0,0.0,0,18.26,0.722,0.06,0.126,0.424,0.0,10.072,2.089,0.293,1.552,0.896,0.691,-1.359,2.011,70.885,47.065,68.572,75.87,70.806,47.755,75.9,5.088,4.976,9.948,5.615,9.582,5.569,12.288,5.401,5.093,5.008,5.599,5.58,5.426,11.768,11.257,11.657,482.212,487.532,68.665,88.326,83.187,85.366,766.649,81.3,85.752,89.345,82.473,29.409,24.181,25.688,31.618,35.221,1273.19,1399.193,1410.075,1571.872,1316.52,19.079,90.08,4.143,13.526,0.062,0.036,11.224,4.307,8.66,3.637,13.07,5.829,7.011,1.204,0.994,1.608,7560.455,51.5,88.2,89.7,9.176,18.08692635690305,
2019-04-01 03:12:00,0.169,0.094,0.019,0.433,10.933,55.006,2.804,3.314,11.115,2.647,10.755,72.798,9.546,4.136,4.578,89.5,0.0,0.0,0,18.455,0.725,0.06,0.126,0.426,0.0,9.798,2.085,0.293,1.581,0.841,0.689,-1.36,2.023,72.341,48.924,68.059,75.796,71.732,48.895,75.812,5.127,5.134,10.249,5.688,9.011,5.581,12.509,5.55,5.064,5.106,5.681,5.543,5.471,11.851,11.531,11.641,473.855,476.944,68.467,88.179,82.965,85.585,766.649,81.239,85.951,89.685,82.479,28.97,23.421,25.725,31.146,35.243,1279.65,1442.948,1404.607,1572.521,1325.78,18.526,90.08,4.144,13.537,0.062,0.037,11.275,4.284,8.667,3.642,13.062,5.58,6.863,1.205,0.991,1.61,7566.909,51.5,88.2,89.7,9.176,18.01527704859156,
2019-04-01 03:14:00,0.169,0.092,0.02,0.434,10.933,54.875,2.803,3.314,10.626,2.647,10.751,72.712,9.546,4.135,4.577,89.394,0.0,0.0,0,18.185,0.728,0.06,0.126,0.428,0.0,10.048,2.082,0.293,1.607,0.892,0.689,-1.362,2.302,70.625,47.826,68.133,75.662,70.948,49.081,75.671,5.088,5.051,10.208,5.608,9.974,5.459,12.639,5.374,5.097,5.014,5.599,5.472,5.34,11.852,11.463,11.625,472.783,474.592,68.57,88.244,82.849,85.275,766.649,81.392,86.15,89.59,82.286,28.476,23.81,25.053,31.083,32.451,1282.53,1422.917,1390.512,1562.446,1303.57,18.525,90.073,4.144,13.666,0.062,0.037,11.297,4.413,8.601,3.647,12.932,5.761,6.849,1.205,0.995,1.611,7573.364,51.5,88.2,89.7,9.176,18.026551970632568,
2019-04-01 03:16:00,0.169,0.091,0.019,0.43,10.933,54.891,2.802,3.314,10.869,2.647,10.746,72.791,9.546,4.133,4.575,89.341,0.0,0.0,0,18.228,0.731,0.06,0.126,0.43,0.0,10.112,2.078,0.293,1.583,0.923,0.689,-1.363,1.802,70.687,45.855,68.378,75.781,70.766,47.21,75.741,5.086,5.131,10.458,5.574,10.001,5.593,12.509,5.373,5.072,5.037,5.617,5.569,5.403,11.838,11.367,11.705,475.609,478.291,67.778,88.338,82.872,84.917,766.649,81.404,85.887,89.229,81.989,28.771,23.938,26.467,29.444,33.188,1298.31,1429.05,1415.466,1552.336,1307.51,18.55,90.139,4.145,13.779,0.062,0.037,11.346,4.386,8.505,3.651,12.952,5.75,6.921,1.204,0.999,1.612,7579.818,51.5,88.2,89.7,9.176,17.855867153982235,
2019-04-01 03:18:00,0.168,0.093,0.019,0.434,10.933,54.795,2.801,3.314,11.085,2.647,10.742,73.078,9.547,4.12,4.574,89.313,0.0,0.0,0,18.265,0.734,0.061,0.126,0.432,0.0,10.514,2.074,0.292,1.563,0.906,0.689,-1.365,1.997,70.606,44.987,67.854,75.69,70.84,46.959,75.661,5.07,5.129,10.394,5.596,9.756,5.453,12.595,5.384,5.082,5.18,5.602,5.53,5.378,11.828,11.215,11.654,480.834,484.043,68.205,88.438,83.263,84.902,766.649,81.406,85.965,89.749,81.907,28.771,24.08,26.149,30.249,32.175,1316.27,1402.032,1408.287,1558.098,1306.45,18.512,90.076,4.146,14.191,0.062,0.037,11.36,4.375,8.438,3.656,12.98,5.984,7.004,1.204,1.003,1.614,7586.273,51.5,88.2,89.7,9.176,17.975497886504506,
2019-04-01 03:20:00,0.165,0.094,0.019,0.424,10.933,54.851,2.8,3.313,10.831,2.647,10.737,72.949,9.547,4.108,4.573,89.28,0.0,0.0,0,18.381,0.737,0.061,0.126,0.434,0.0,10.126,2.07,0.292,1.602,0.889,0.69,-1.367,2.154,70.09,45.893,67.726,75.596,70.186,47.112,75.611,5.094,5.147,10.574,5.617,9.792,5.555,12.574,5.536,5.116,5.141,5.589,5.542,5.456,11.817,11.183,11.641,483.547,484.549,68.396,88.486,83.633,84.585,766.649,81.359,85.828,89.879,81.675,29.139,24.459,25.975,30.686,34.305,1315.41,1397.98,1410.521,1571.374,1318.57,18.241,90.07,4.146,13.583,0.062,0.037,11.277,4.382,8.359,3.661,13.038,5.83,6.986,1.203,1.008,1.615,7592.727,51.5,88.2,89.7,9.176,17.81421401831999,
